Unnamed: 0,course_name,Organization,skills,rating,reviews,metadata,skills_list,level,num_reviews,popularity,combined_text
41,IBM Data Warehouse Engineer,IBM," Data Management, Database Administration, Databases, SQL, Database Application, Extract, Transform, Load, Data Warehousing, Data Structures, Database Design, Data Engineering, Computer Programming, Data Analysis, Data Architecture, Database Theory, Apache, Python Programming, Leadership and Management, Professional Development, Big Data, Data Model, Distributed Computing Architecture, Business Analysis, PostgreSQL, Devops Tools, Cloud Computing, Linux, IBM Cloud, Network Security, NoSQL, Business Intelligence, Data Science",4.7,4.7(3.8K reviews),Beginner · Professional Certificate · 3 - 6 Months,"['data management', 'database administration', 'databases', 'sql', 'database application', 'extract', 'transform', 'load', 'data warehousing', 'data structures', 'database design', 'data engineering', 'computer programming', 'data analysis', 'data architecture', 'database theory', 'apache', 'python programming', 'leadership and management', 'professional development', 'big data', 'data model', 'distributed computing architecture', 'business analysis', 'postgresql', 'devops tools', 'cloud computing', 'linux', 'ibm cloud', 'network security', 'nosql', 'business intelligence', 'data science']",0.0,3800.0,0.5881518981363598,IBM Data Warehouse Engineer data management database administration databases sql database application extract transform load data warehousing data structures database design data engineering computer programming data analysis data architecture database theory apache python programming leadership and management professional development big data data model distributed computing architecture business analysis postgresql devops tools cloud computing linux ibm cloud network security nosql business intelligence data science
42,Generative AI for Software Developers,IBM," Natural Language Processing, Software Engineering",4.7,4.7(106 reviews),Intermediate · Specialization · 1 - 3 Months,"['natural language processing', 'software engineering']",1.0,106.0,0.2632399690049117,Generative AI for Software Developers natural language processing software engineering
43,Generative AI for Data Scientists,IBM," Data Analysis, Data Science, Natural Language Processing",4.7,4.7(106 reviews),Intermediate · Specialization · 1 - 3 Months,"['data analysis', 'data science', 'natural language processing']",1.0,106.0,0.2632399690049117,Generative AI for Data Scientists data analysis data science natural language processing
44,Foundations of Cybersecurity,Google," Linux, Computer Programming, Leadership and Management, SQL",4.9,4.9(14K reviews),Beginner · Course · 1 - 4 Weeks,"['linux', 'computer programming', 'leadership and management', 'sql']",0.0,14000.0,0.7437841330354205,Foundations of Cybersecurity linux computer programming leadership and management sql
45,Foundations of Project Management,Google," Project Management, Strategy and Operations, Business Communication, Change Management, Organizational Development, Communication, Culture, Emotional Intelligence, Influencing, Leadership and Management, People Management, Planning",4.9,4.9(75K reviews),Beginner · Course · 1 - 4 Weeks,"['project management', 'strategy and operations', 'business communication', 'change management', 'organizational development', 'communication', 'culture', 'emotional intelligence', 'influencing', 'leadership and management', 'people management', 'planning']",0.0,75000.0,0.9030273259813804,Foundations of Project Management project management strategy and operations business communication change management organizational development communication culture emotional intelligence influencing leadership and management people management planning
46,Supervised Machine Learning: Regression and Classification,DeepLearning.AI," Machine Learning, Machine Learning Algorithms, Regression, Applied Machine Learning, Algorithms, Statistical Machine Learning, Mathematics, Critical Thinking, Machine Learning Software, Python Programming",4.9,4.9(16K reviews),Beginner · Course · 1 - 4 Weeks,"['machine learning', 'machine learning algorithms', 'regression', 'applied machine learning', 'algorithms', 'statistical machine learning', 'mathematics', 'critical thinking', 'machine learning software', 'python programming']",0.0,16000.0,0.7564526802020967,Supervised Machine Learning: Regression and Classification machine learning machine learning algorithms regression applied machine learning algorithms statistical machine learning mathematics critical thinking machine learning software python programming
47,"BI Foundations with SQL, ETL and Data Warehousing",IBM," Data Management, Extract, Transform, Load, Data Warehousing, Database Administration, Apache, Computer Programming, Python Programming, Data Analysis, Data Structures, Databases, Big Data, Database Application, Distributed Computing Architecture, Cloud Computing, Database Theory, Devops Tools, Leadership and Management, Linux, SQL, Business Intelligence, IBM Cloud",4.6,4.6(20K reviews),Beginner · Specialization · 3 - 6 Months,"['data management', 'extract', 'transform', 'load', 'data warehousing', 'database administration', 'apache', 'computer programming', 'python programming', 'data analysis', 'data structures', 'databases', 'big data', 'database application', 'distributed computing architecture', 'cloud computing', 'database theory', 'devops tools', 'leadership and management', 'linux', 'sql', 'business intelligence', 'ibm cloud']",0.0,20000.0,0.7200940913762642,"BI Foundations with SQL, ETL and Data Warehousing data management extract transform load data warehousing database administration apache computer programming python programming data analysis data structures databases big data database application distributed computing architecture cloud computing database theory devops tools leadership and management linux sql business intelligence ibm cloud"
48,"Foundations: Data, Data, Everywhere",Google," Data Analysis, SQL, Data Visualization, Business Analysis, Spreadsheet Software, Data Science, Databases, Microsoft Excel",4.8,4.8(96K reviews),Beginner · Course · 1 - 3 Months,"['data analysis', 'sql', 'data visualization', 'business analysis', 'spreadsheet software', 'data science', 'databases', 'microsoft excel']",0.0,96000.0,0.9042353688342191,"Foundations: Data, Data, Everywhere data analysis sql data visualization business analysis spreadsheet software data science databases microsoft excel"
49,Mathematics for Machine Learning and Data Science,DeepLearning.AI," Mathematics, Algebra, Linear Algebra, Machine Learning, Machine Learning Algorithms, Calculus, Differential Equations, Regression, Artificial Neural Networks, Mathematical Theory & Analysis, Python Programming, Algorithms, Critical Thinking, Dimensionality Reduction, General Statistics, Probability & Statistics, Statistical Analysis",4.6,4.6(1.4K reviews),Beginner · Specialization · 1 - 3 Months,"['mathematics', 'algebra', 'linear algebra', 'machine learning', 'machine learning algorithms', 'calculus', 'differential equations', 'regression', 'artificial neural networks', 'mathematical theory & analysis', 'python programming', 'algorithms', 'critical thinking', 'dimensionality reduction', 'general statistics', 'probability & statistics', 'statistical analysis']",0.0,1400.0,0.48329143388406137,Mathematics for Machine Learning and Data Science mathematics algebra linear algebra machine learning machine learning algorithms calculus differential equations regression artificial neural networks mathematical theory & analysis python programming algorithms critical thinking dimensionality reduction general statistics probability & statistics statistical analysis
50,IBM Full-Stack JavaScript Developer,IBM," Software Engineering, Computer Programming, Software Architecture, Application Development, Software Engineering Tools, Cloud Applications, Cloud Computing, Communication, DevOps, Programming Principles, Web Development, Agile Software Development, Cloud Infrastructure, Cloud-Based Integration, IBM Cloud, Kubernetes, Microarchitecture, Javascript, Continuous Delivery, Docker (Software), Front-End Web Development, Leadership and Management, Software-Defined Networking, Technical Product Management, Collaboration, Continuous Integration, Computer Science, Mergers & Acquisitions, NoSQL, Python Programming, React (web framework)",4.5,4.5(2.6K reviews),Beginner · Professional Certificate · 3 - 6 Months,"['software engineering', 'computer programming', 'software architecture', 'application development', 'software engineering tools', 'cloud applications', 'cloud computing', 'communication', 'devops', 'programming principles', 'web development', 'agile software development', 'cloud infrastructure', 'cloud-based integration', 'ibm cloud', 'kubernetes', 'microarchitecture', 'javascript', 'continuous delivery', 'docker (software)', 'front-end web development', 'leadership and management', 'software-defined networking', 'technical product management', 'collaboration', 'continuous integration', 'computer science', 'mergers & acquisitions', 'nosql', 'python programming', 'react (web framework)']",0.0,2600.0,0.5231737409687127,IBM Full-Stack JavaScript Developer software engineering computer programming software architecture application development software engineering tools cloud applications cloud computing communication devops programming principles web development agile software development cloud infrastructure cloud-based integration ibm cloud kubernetes microarchitecture javascript continuous delivery docker (software) front-end web development leadership and management software-defined networking technical product management collaboration continuous integration computer science mergers & acquisitions nosql python programming react (web framework)
51,Business Foundations,University of Pennsylvania," Accounting, Finance, General Accounting, Financial Accounting, Strategy and Operations, Account Management, Accounts Payable and Receivable, Cost Accounting, Leadership and Management, Strategy, Cash Management, Communication, Financial Analysis, Generally Accepted Accounting Principles (GAAP), Marketing, Brand Management, Budget Management, Customer Analysis, Market Analysis, Marketing Design, Product Marketing, Product Strategy, Entrepreneurship, Human Resources, People Analysis, Performance Management, Business Analysis, Digital Marketing, Estimation, Mathematical Theory & Analysis, Change Management, Organizational Development, People Management, Talent Management, Planning, Operations Management",4.7,4.7(24K reviews),Beginner · Specialization · 3 - 6 Months,"['accounting', 'finance', 'general accounting', 'financial accounting', 'strategy and operations', 'account management', 'accounts payable and receivable', 'cost accounting', 'leadership and management', 'strategy', 'cash management', 'communication', 'financial analysis', 'generally accepted accounting principles (gaap)', 'marketing', 'brand management', 'budget management', 'customer analysis', 'market analysis', 'marketing design', 'product marketing', 'product strategy', 'entrepreneurship', 'human resources', 'people analysis', 'performance management', 'business analysis', 'digital marketing', 'estimation', 'mathematical theory & analysis', 'change management', 'organizational development', 'people management', 'talent management', 'planning', 'operations management']",0.0,24000.0,0.7558622352122034,Business Foundations accounting finance general accounting financial accounting strategy and operations account management accounts payable and receivable cost accounting leadership and management strategy cash management communication financial analysis generally accepted accounting principles (gaap) marketing brand management budget management customer analysis market analysis marketing design product marketing product strategy entrepreneurship human resources people analysis performance management business analysis digital marketing estimation mathematical theory & analysis change management organizational development people management talent management planning operations management
52,Google IT Automation with Python,Google," Cloud Computing, Cloud Platforms, Collaboration, Computer Programming, Data Structures, Google Cloud Platform, Leadership and Management, Problem Solving, Python Programming",4.7,4.7(43K reviews),Beginner · Professional Certificate · 3 - 6 Months,"['cloud computing', 'cloud platforms', 'collaboration', 'computer programming', 'data structures', 'google cloud platform', 'leadership and management', 'problem solving', 'python programming']",0.0,43000.0,0.8089308867832609,Google IT Automation with Python cloud computing cloud platforms collaboration computer programming data structures google cloud platform leadership and management problem solving python programming
53,AI For Everyone,DeepLearning.AI," Data Science, Deep Learning, Machine Learning, Artificial Neural Networks, Business Transformation, Human Learning, Planning, Project Management",4.8,4.8(40K reviews),Beginner · Course · 1 - 4 Weeks,"['data science', 'deep learning', 'machine learning', 'artificial neural networks', 'business transformation', 'human learning', 'planning', 'project management']",0.0,40000.0,0.8228678566351137,AI For Everyone data science deep learning machine learning artificial neural networks business transformation human learning planning project management
54,IBM IT Scrum Master,IBM," DevOps, Software Engineering, Computer Programming, Agile Software Development, Programming Principles, Software Engineering Tools, Application Development, Software Architecture, Communication, Continuous Delivery, Cloud Applications, Continuous Integration, Scrum (Software Development), Software-Defined Networking, Technical Product Management, Leadership and Management, Project Management, Cloud Computing, IBM Cloud, Information Technology, Operating Systems, Python Programming",4.8,4.8(4.1K reviews),Beginner · Professional Certificate · 3 - 6 Months,"['devops', 'software engineering', 'computer programming', 'agile software development', 'programming principles', 'software engineering tools', 'application development', 'software architecture', 'communication', 'continuous delivery', 'cloud applications', 'continuous integration', 'scrum (software development)', 'software-defined networking', 'technical product management', 'leadership and management', 'project management', 'cloud computing', 'ibm cloud', 'information technology', 'operating systems', 'python programming']",0.0,4100.0,0.6111735787232317,IBM IT Scrum Master devops software engineering computer programming agile software development programming principles software engineering tools application development software architecture communication continuous delivery cloud applications continuous integration scrum (software development) software-defined networking technical product management leadership and management project management cloud computing ibm cloud information technology operating systems python programming
55,Python for Everybody,University of Michigan," Computer Programming, Python Programming, Computer Programming Tools, Programming Principles, Data Structures, Computational Thinking, Computational Logic, Data Analysis, Software Engineering, Algorithms, Critical Thinking, Problem Solving, Data Architecture, Data Management, Databases, Theoretical Computer Science, Database Administration, Data Model, Data Visualization, Database Design, Database Theory, Web Development, Web Development Tools, Computer Networking, Extract, Transform, Load, SQL, HTML and CSS",4.8,4.8(269K reviews),Beginner · Specialization · 3 - 6 Months,"['computer programming', 'python programming', 'computer programming tools', 'programming principles', 'data structures', 'computational thinking', 'computational logic', 'data analysis', 'software engineering', 'algorithms', 'critical thinking', 'problem solving', 'data architecture', 'data management', 'databases', 'theoretical computer science', 'database administration', 'data model', 'data visualization', 'database design', 'database theory', 'web development', 'web development tools', 'computer networking', 'extract', 'transform', 'load', 'sql', 'html and css']",0.0,269000.0,1.0,Python for Everybody computer programming python programming computer programming tools programming principles data structures computational thinking computational logic data analysis software engineering algorithms critical thinking problem solving data architecture data management databases theoretical computer science database administration data model data visualization database design database theory web development web development tools computer networking extract transform load sql html and css
56,IBM Project Manager,IBM," Software Engineering, Agile Software Development, Scrum (Software Development), Business Analysis, Communication, Leadership and Management, Project Management, Risk Management",4.8,4.8(2K reviews),Beginner · Professional Certificate · 3 - 6 Months,"['software engineering', 'agile software development', 'scrum (software development)', 'business analysis', 'communication', 'leadership and management', 'project management', 'risk management']",0.0,2000.0,0.5444790435872641,IBM Project Manager software engineering agile software development scrum (software development) business analysis communication leadership and management project management risk management
57,IBM Applied DevOps Engineering,IBM," DevOps, Software Engineering, Cloud Computing, Continuous Delivery, Continuous Integration, Application Development, Cloud Applications, Software Architecture, Security Engineering, Computer Programming, Kubernetes, Cloud Infrastructure, Cloud-Based Integration, Microarchitecture, Software Testing, Agile Software Development, IBM Cloud, Docker (Software), Scrum (Software Development), Software Security, Leadership and Management",4.7,4.7(4.3K reviews),Intermediate · Professional Certificate · 3 - 6 Months,"['devops', 'software engineering', 'cloud computing', 'continuous delivery', 'continuous integration', 'application development', 'cloud applications', 'software architecture', 'security engineering', 'computer programming', 'kubernetes', 'cloud infrastructure', 'cloud-based integration', 'microarchitecture', 'software testing', 'agile software development', 'ibm cloud', 'docker (software)', 'scrum (software development)', 'software security', 'leadership and management']",1.0,4300.0,0.5993988351348195,IBM Applied DevOps Engineering devops software engineering cloud computing continuous delivery continuous integration application development cloud applications software architecture security engineering computer programming kubernetes cloud infrastructure cloud-based integration microarchitecture software testing agile software development ibm cloud docker (software) scrum (software development) software security leadership and management
58,AI in Healthcare,Stanford University," Machine Learning, Leadership and Management, Data Analysis, Critical Thinking, Data Mining",4.7,4.7(1.3K reviews),Beginner · Specialization · 3 - 6 Months,"['machine learning', 'leadership and management', 'data analysis', 'critical thinking', 'data mining']",0.0,1300.0,0.4905805961928356,AI in Healthcare machine learning leadership and management data analysis critical thinking data mining
59,IBM Front-End Developer,IBM," Cloud Applications, Software Engineering, Computer Programming, Application Development, Cloud Computing, IBM Cloud, Programming Principles, Software Engineering Tools, Web Development, Agile Software Development, Cloud API, Cloud Infrastructure, Cloud Management, Cloud Platforms, Communication, DevOps, Software Architecture, Continuous Integration, Software As A Service, Cloud Storage, Continuous Delivery, Front-End Web Development, Leadership and Management, Software-Defined Networking, Technical Product Management, Collaboration, Javascript, NoSQL, Mergers & Acquisitions, Python Programming, React (web framework), Strategy, User Experience",4.6,4.6(1.8K reviews),Beginner · Professional Certificate · 3 - 6 Months,"['cloud applications', 'software engineering', 'computer programming', 'application development', 'cloud computing', 'ibm cloud', 'programming principles', 'software engineering tools', 'web development', 'agile software development', 'cloud api', 'cloud infrastructure', 'cloud management', 'cloud platforms', 'communication', 'devops', 'software architecture', 'continuous integration', 'software as a service', 'cloud storage', 'continuous delivery', 'front-end web development', 'leadership and management', 'software-defined networking', 'technical product management', 'collaboration', 'javascript', 'nosql', 'mergers & acquisitions', 'python programming', 'react (web framework)', 'strategy', 'user experience']",0.0,1800.0,0.5056620236611182,IBM Front-End Developer cloud applications software engineering computer programming application development cloud computing ibm cloud programming principles software engineering tools web development agile software development cloud api cloud infrastructure cloud management cloud platforms communication devops software architecture continuous integration software as a service cloud storage continuous delivery front-end web development leadership and management software-defined networking technical product management collaboration javascript nosql mergers & acquisitions python programming react (web framework) strategy user experience
60,IBM Cybersecurity Analyst,IBM," Cryptography, Python Programming, Linux, Network Security, Security Strategy, Software Security, System Software, Computer Security Incident Management, Networking Hardware, Security Software, Cloud Computing, Cyberattacks, DevOps, Mobile Security, Computer Programming, Databases, Leadership and Management, Operating Systems, SQL, System Security",4.6,4.6(22K reviews),Beginner · Professional Certificate · 3 - 6 Months,"['cryptography', 'python programming', 'linux', 'network security', 'security strategy', 'software security', 'system software', 'computer security incident management', 'networking hardware', 'security software', 'cloud computing', 'cyberattacks', 'devops', 'mobile security', 'computer programming', 'databases', 'leadership and management', 'operating systems', 'sql', 'system security']",0.0,22000.0,0.7285830184254904,IBM Cybersecurity Analyst cryptography python programming linux network security security strategy software security system software computer security incident management networking hardware security software cloud computing cyberattacks devops mobile security computer programming databases leadership and management operating systems sql system security
61,IBM Back-end JavaScript Developer,IBM," Software Engineering, Computer Programming, Software Architecture, Application Development, Software Engineering Tools, Cloud Applications, Cloud Computing, Communication, DevOps, Programming Principles, Web Development, Agile Software Development, Cloud Infrastructure, Cloud-Based Integration, IBM Cloud, Kubernetes, Microarchitecture, Javascript, Continuous Delivery, Docker (Software), Leadership and Management, Software-Defined Networking, Technical Product Management, Collaboration, Continuous Integration, Computer Science, Mergers & Acquisitions, NoSQL, Python Programming",4.5,4.5(2.3K reviews),Beginner · Professional Certificate · 3 - 6 Months,"['software engineering', 'computer programming', 'software architecture', 'application development', 'software engineering tools', 'cloud applications', 'cloud computing', 'communication', 'devops', 'programming principles', 'web development', 'agile software development', 'cloud infrastructure', 'cloud-based integration', 'ibm cloud', 'kubernetes', 'microarchitecture', 'javascript', 'continuous delivery', 'docker (software)', 'leadership and management', 'software-defined networking', 'technical product management', 'collaboration', 'continuous integration', 'computer science', 'mergers & acquisitions', 'nosql', 'python programming']",0.0,2300.0,0.5124952488620408,IBM Back-end JavaScript Developer software engineering computer programming software architecture application development software engineering tools cloud applications cloud computing communication devops programming principles web development agile software development cloud infrastructure cloud-based integration ibm cloud kubernetes microarchitecture javascript continuous delivery docker (software) leadership and management software-defined networking technical product management collaboration continuous integration computer science mergers & acquisitions nosql python programming
62,Meta Social Media Marketing,Meta," Marketing, Digital Marketing, Social Media, Advertising, Communication, Media Strategy & Planning, Marketing Management, Customer Analysis, Brand Management, Business Analysis, Marketing Design, Sales, Strategy and Operations, Data Analysis, General Statistics, Market Analysis, Probability & Statistics, Leadership and Management, Research and Design, Planning, Entrepreneurship",4.8,4.8(18K reviews),Beginner · Professional Certificate · 3 - 6 Months,"['marketing', 'digital marketing', 'social media', 'advertising', 'communication', 'media strategy & planning', 'marketing management', 'customer analysis', 'brand management', 'business analysis', 'marketing design', 'sales', 'strategy and operations', 'data analysis', 'general statistics', 'market analysis', 'probability & statistics', 'leadership and management', 'research and design', 'planning', 'entrepreneurship']",0.0,18000.0,0.7486548344384265,Meta Social Media Marketing marketing digital marketing social media advertising communication media strategy & planning marketing management customer analysis brand management business analysis marketing design sales strategy and operations data analysis general statistics market analysis probability & statistics leadership and management research and design planning entrepreneurship
63,Meta React Native,Meta," React (web framework), Javascript, Mobile Development, Mobile Development Tools, Web Development, HTML and CSS, Front-End Web Development, Web Development Tools, Application Development, Computer Programming, User Experience, Web Design, Software Engineering Tools, SQL, Software Engineering, Agile Software Development, Collaboration, Data Management, Human Computer Interaction, Interactive Design, Linux, Product Design, Product Lifecycle, Project Management",4.7,4.7(7.2K reviews),Beginner · Specialization · 3 - 6 Months,"['react (web framework)', 'javascript', 'mobile development', 'mobile development tools', 'web development', 'html and css', 'front-end web development', 'web development tools', 'application development', 'computer programming', 'user experience', 'web design', 'software engineering tools', 'sql', 'software engineering', 'agile software development', 'collaboration', 'data management', 'human computer interaction', 'interactive design', 'linux', 'product design', 'product lifecycle', 'project management']",0.0,7200.0,0.6463012675472879,Meta React Native react (web framework) javascript mobile development mobile development tools web development html and css front-end web development web development tools application development computer programming user experience web design software engineering tools sql software engineering agile software development collaboration data management human computer interaction interactive design linux product design product lifecycle project management
64,Finance & Quantitative Modeling for Analysts,University of Pennsylvania," Finance, Business Analysis, Data Analysis, Financial Analysis, Accounting, Forecasting, Financial Management, General Accounting, General Statistics, Statistical Analysis, Financial Accounting, Mathematical Theory & Analysis, Accounts Payable and Receivable, Probability & Statistics, Basic Descriptive Statistics, Cost Accounting, Data Model, Mathematics, Regression, Estimation, Management Accounting, Statistical Tests, Budget Management, Microsoft Excel, Spreadsheet Software, Leadership and Management, Entrepreneurship, Computer Programming",4.5,4.5(16K reviews),Beginner · Specialization · 3 - 6 Months,"['finance', 'business analysis', 'data analysis', 'financial analysis', 'accounting', 'forecasting', 'financial management', 'general accounting', 'general statistics', 'statistical analysis', 'financial accounting', 'mathematical theory & analysis', 'accounts payable and receivable', 'probability & statistics', 'basic descriptive statistics', 'cost accounting', 'data model', 'mathematics', 'regression', 'estimation', 'management accounting', 'statistical tests', 'budget management', 'microsoft excel', 'spreadsheet software', 'leadership and management', 'entrepreneurship', 'computer programming']",0.0,16000.0,0.6814753489057445,Finance & Quantitative Modeling for Analysts finance business analysis data analysis financial analysis accounting forecasting financial management general accounting general statistics statistical analysis financial accounting mathematical theory & analysis accounts payable and receivable probability & statistics basic descriptive statistics cost accounting data model mathematics regression estimation management accounting statistical tests budget management microsoft excel spreadsheet software leadership and management entrepreneurship computer programming
65,Technical Support Fundamentals,Google," Communication, Computer Architecture, Computer Networking, Customer Support, Networking Hardware",4.8,4.8(147K reviews),Beginner · Course · 1 - 3 Months,"['communication', 'computer architecture', 'computer networking', 'customer support', 'networking hardware']",0.0,147000.0,0.9438366809173618,Technical Support Fundamentals communication computer architecture computer networking customer support networking hardware
66,Natural Language Processing,DeepLearning.AI," Natural Language Processing, Machine Learning, Python Programming, Statistical Programming, Artificial Neural Networks, Deep Learning, Probability & Statistics, Statistical Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Computer Programming, Human Learning, Linear Algebra",4.6,4.6(5.5K reviews),Intermediate · Specialization · 3 - 6 Months,"['natural language processing', 'machine learning', 'python programming', 'statistical programming', 'artificial neural networks', 'deep learning', 'probability & statistics', 'statistical machine learning', 'machine learning algorithms', 'applied machine learning', 'computer programming', 'human learning', 'linear algebra']",1.0,5500.0,0.6051171362207056,Natural Language Processing natural language processing machine learning python programming statistical programming artificial neural networks deep learning probability & statistics statistical machine learning machine learning algorithms applied machine learning computer programming human learning linear algebra
67,DeepLearning.AI TensorFlow Developer,DeepLearning.AI," Machine Learning, Tensorflow, Deep Learning, Machine Learning Algorithms, Artificial Neural Networks, Applied Machine Learning, Human Learning, Computer Programming, Python Programming, Machine Learning Software, Natural Language Processing, Computer Vision, Forecasting, Data Visualization, Statistical Machine Learning, Statistical Analysis",4.7,4.7(24K reviews),Intermediate · Professional Certificate · 3 - 6 Months,"['machine learning', 'tensorflow', 'deep learning', 'machine learning algorithms', 'artificial neural networks', 'applied machine learning', 'human learning', 'computer programming', 'python programming', 'machine learning software', 'natural language processing', 'computer vision', 'forecasting', 'data visualization', 'statistical machine learning', 'statistical analysis']",1.0,24000.0,0.7558622352122034,DeepLearning.AI TensorFlow Developer machine learning tensorflow deep learning machine learning algorithms artificial neural networks applied machine learning human learning computer programming python programming machine learning software natural language processing computer vision forecasting data visualization statistical machine learning statistical analysis
68,Introduction to Finance and Accounting,University of Pennsylvania," Accounting, Finance, Financial Accounting, General Accounting, Financial Analysis, Generally Accepted Accounting Principles (GAAP), Accounts Payable and Receivable, Cost Accounting, Account Management, Cash Management, Estimation, Decision Making, Investment Management, Taxes, Budget Management, Management Accounting, Problem Solving, Business Analysis, Mathematical Theory & Analysis, Mathematics, Entrepreneurship",4.6,4.6(13K reviews),Beginner · Specialization · 3 - 6 Months,"['accounting', 'finance', 'financial accounting', 'general accounting', 'financial analysis', 'generally accepted accounting principles (gaap)', 'accounts payable and receivable', 'cost accounting', 'account management', 'cash management', 'estimation', 'decision making', 'investment management', 'taxes', 'budget management', 'management accounting', 'problem solving', 'business analysis', 'mathematical theory & analysis', 'mathematics', 'entrepreneurship']",0.0,13000.0,0.6817264100544489,Introduction to Finance and Accounting accounting finance financial accounting general accounting financial analysis generally accepted accounting principles (gaap) accounts payable and receivable cost accounting account management cash management estimation decision making investment management taxes budget management management accounting problem solving business analysis mathematical theory & analysis mathematics entrepreneurship
69,IT Fundamentals for Cybersecurity,IBM," Cryptography, Network Security, Linux, Networking Hardware, Security Software, System Software, Cloud Computing, Cyberattacks, Databases, Leadership and Management, Operating Systems, SQL, System Security",4.6,4.6(20K reviews),Beginner · Specialization · 3 - 6 Months,"['cryptography', 'network security', 'linux', 'networking hardware', 'security software', 'system software', 'cloud computing', 'cyberattacks', 'databases', 'leadership and management', 'operating systems', 'sql', 'system security']",0.0,20000.0,0.7200940913762642,IT Fundamentals for Cybersecurity cryptography network security linux networking hardware security software system software cloud computing cyberattacks databases leadership and management operating systems sql system security
70,Foundations of Digital Marketing and E-commerce,Google," Digital Marketing, Marketing, E-Commerce, Strategy, Data Analysis, Social Media",4.8,4.8(16K reviews),Beginner · Course · 1 - 4 Weeks,"['digital marketing', 'marketing', 'e-commerce', 'strategy', 'data analysis', 'social media']",0.0,16000.0,0.7377083473780086,Foundations of Digital Marketing and E-commerce digital marketing marketing e-commerce strategy data analysis social media
71,Machine Learning Engineering for Production (MLOps),DeepLearning.AI," Machine Learning, Applied Machine Learning, Tensorflow, Python Programming, Statistical Programming, DevOps, Devops Tools, Exploratory Data Analysis, Feature Engineering, Machine Learning Software, Probability & Statistics, Cloud Computing, Deep Learning, Google Cloud Platform, Performance Management, Strategy and Operations, Kubernetes, Leadership and Management",4.7,4.7(3.4K reviews),Advanced · Specialization · 3 - 6 Months,"['machine learning', 'applied machine learning', 'tensorflow', 'python programming', 'statistical programming', 'devops', 'devops tools', 'exploratory data analysis', 'feature engineering', 'machine learning software', 'probability & statistics', 'cloud computing', 'deep learning', 'google cloud platform', 'performance management', 'strategy and operations', 'kubernetes', 'leadership and management']",2.0,3400.0,0.5780324162990673,Machine Learning Engineering for Production (MLOps) machine learning applied machine learning tensorflow python programming statistical programming devops devops tools exploratory data analysis feature engineering machine learning software probability & statistics cloud computing deep learning google cloud platform performance management strategy and operations kubernetes leadership and management
72,Meta Back-End Developer,Meta," Python Programming, Databases, HTML and CSS, SQL, Database Design, Programming Principles, Algorithms, Computer Science, Big Data, React (web framework), Software Testing, Web Development, Application Development, Back-End Web Development, Cloud API, Cloud Computing, Cloud Infrastructure, Collaboration, Communication, Computer Programming, Data Model, Data Structures, Data Warehousing, Database Administration, Database Application, Database Theory, DevOps, Django (Web Framework), Front-End Web Development, Full-Stack Web Development, Javascript, Kubernetes, Linux, Problem Solving, Semantic Web, Software Engineering, Software Engineering Tools, Statistical Programming, Tensorflow, Web Design, Web Development Tools",4.7,4.7(6.5K reviews),Beginner · Professional Certificate · 3 - 6 Months,"['python programming', 'databases', 'html and css', 'sql', 'database design', 'programming principles', 'algorithms', 'computer science', 'big data', 'react (web framework)', 'software testing', 'web development', 'application development', 'back-end web development', 'cloud api', 'cloud computing', 'cloud infrastructure', 'collaboration', 'communication', 'computer programming', 'data model', 'data structures', 'data warehousing', 'database administration', 'database application', 'database theory', 'devops', 'django (web framework)', 'front-end web development', 'full-stack web development', 'javascript', 'kubernetes', 'linux', 'problem solving', 'semantic web', 'software engineering', 'software engineering tools', 'statistical programming', 'tensorflow', 'web design', 'web development tools']",0.0,6500.0,0.6369945490843791,Meta Back-End Developer python programming databases html and css sql database design programming principles algorithms computer science big data react (web framework) software testing web development application development back-end web development cloud api cloud computing cloud infrastructure collaboration communication computer programming data model data structures data warehousing database administration database application database theory devops django (web framework) front-end web development full-stack web development javascript kubernetes linux problem solving semantic web software engineering software engineering tools statistical programming tensorflow web design web development tools
73,Intuit Academy Bookkeeping,Intuit," Accounting, General Accounting, Financial Accounting, Business Analysis, Data Analysis, Financial Analysis, Cash Management, Finance, Financial Management, Accounts Payable and Receivable, Cost Accounting, Inventory Management, Accounting Software, Taxes",4.6,4.6(5K reviews),Beginner · Professional Certificate · 3 - 6 Months,"['accounting', 'general accounting', 'financial accounting', 'business analysis', 'data analysis', 'financial analysis', 'cash management', 'finance', 'financial management', 'accounts payable and receivable', 'cost accounting', 'inventory management', 'accounting software', 'taxes']",0.0,5000.0,0.5966294234803511,Intuit Academy Bookkeeping accounting general accounting financial accounting business analysis data analysis financial analysis cash management finance financial management accounts payable and receivable cost accounting inventory management accounting software taxes
